nG,nO,N,t
242.26537299617513,142677.1728033897,9.996665216662526,10.30060120240481
247.4963184235356,149420.55635152562,9.996507748955583,10.34068136272545
252.84020937722397,156482.65396431417,9.996342841952089,10.380761523046091
258.29948455443053,163878.52909681175,9.996170144114519,10.420841683366733
263.8766353082073,171623.95715156465,9.995989287292012,10.460921843687375
269.57420678440224,179735.45912754402,9.995799885935204,10.501002004008015
275.39479908314365,188230.33685944,9.995601536273945,10.541082164328657
281.34106844540054,197126.70992247513,9.995393815456163,10.581162324649299
287.4157284651652,206443.5542814619,9.995176280646026,10.62124248496994
293.62155132780794,216200.74276653706,9.994948468079476,10.66132264529058
299.96136907517126,226419.0874619126,9.994709892075132,10.701402805611222
306.4380748979774,237120.38409805117,9.994460043998437,10.741482965931864
313.05462445614324,248327.45854196305,9.99419839117686,10.781563126252504
319.8140372276037,260064.21548478474,9.993924375763816,10.821643286573146
326.71939788625593,272355.6894304851,9.993637413548901,10.861723446893787
333.7738577096585,285228.0980944672,9.99333689271189,10.901803607214429
340.9806360171237,298708.8983259576,9.993022172517845,10.941883767535069
348.34302163886287,312826.844673471,9.99269258195056,10.98196392785571
355.8643744168498,327612.05071826256,9.992347418281406,11.022044088176353
363.54812673809374,343096.0533066024,9.991985945570544,11.062124248496994
371.3977851010168,359311.8798178714,9.9916073930973,11.102204408817634
379.4169317156538,376294.1186119679,9.991210953716358,11.142284569138276
387.6092261384005,394078.9928062796,9.99079578213625,11.182364729458918
395.97840694206167,412704.4375395993,9.990360993116502,11.222444889779558
404.5282934219585,432210.18088778283,9.98990565957956,11.2625250501002
413.26278733887096,452637.2057498048,9.989428825166733,11.302605210420841
422.18587469961705,474026.3868705849,9.988929536040967,11.342685370741483
431.3016275760754,496426.3047651113,9.988406658561892,11.382765531062123
440.61420596348665,519884.7213752778,9.98785907818713,11.422845691382765
450.1278596788744,544451.6556134868,9.987285627709559,11.462925851703407
459.8469303004611,570179.4900148471,9.98668508476872,11.503006012024048
469.77585314895634,597123.0824291707,9.986056169244623,11.543086172344688
479.9191593116278,625339.882990934,9.985397540528405,11.58316633266533
490.28147771007093,654890.0566165944,9.984707794664002,11.623246492985972
500.8675372126294,685836.6112904768,9.983985461354772,11.663326653306612
511.68216879242675,718245.5324127555,9.98322900082865,11.703406813627254
522.7303077319896,752185.9234959828,9.982436800555186,11.743486973947896
534.016995875477,787730.153510185,9.981607171807433,11.783567134268537
545.5473839295375,824954.0111906818,9.980738346061381,11.823647294589177
557.3267338138476,863936.8666376662,9.979828471225245,11.863727454909819
569.3604210623981,904761.8405520875,9.978875607690572,11.90380761523046
581.6539372766346,947515.9814687223,9.977877724196745,11.943887775551103
594.2128926315604,992290.4513643095,9.976832693500064,11.983967935871743
607.0430184359564,1039180.7200365309,9.975738287838187,12.024048096192384
620.1501697478731,1088286.7686682693,9.974592174180223,12.064128256513026
633.5403280466022,1139713.3030112276,9.973391909252399,12.104208416833666
647.2196039623407,1193569.9766434531,9.97213493432864,12.144288577154308
661.1942400647871,1249971.6247767785,9.970818569775009,12.18436873747495
675.4706137119559,1309038.5091127616,9.96944000933633,12.224448897795591
690.0552399604983,1370896.5742691732,9.967996314152835,12.264529058116231
704.954774538866,1435677.7163238286,9.96648440649407,12.304609218436873
720.176016884665,1503520.0640483154,9.964901063196711,12.344689378757515
735.7259132475974,1574568.2734313335,9.963242908792274,12.384769539078157
751.6115598593973,1648973.836119592,9.961506408310088,12.424849699398797
767.8402061722157,1726895.402433973,9.959687859740175,12.464929859719438
784.419258166921,1808499.1196496533,9.957783386139972,12.50501002004008
801.3562817328375,1893958.9862615415,9.955788927368062,12.54509018036072
818.659006120459,1983457.2229903827,9.953700231427273,12.585170340681362
836.3353274687067,2077184.661320565,9.951512845398726,12.625250501002004
854.3933124083527,2175341.1503981557,9.949222105947454,12.665330661322646
872.8412017432449,2278135.9831567095,9.94682312937939,12.705410821643286
891.6874142110206,2385788.3425794994,9.94431080122848,12.745490981963927
910.9405503250119,2498527.769049637,9.941679765351775,12.785571142284569
930.6093962991127,2616594.649784666,9.938924412509184,12.825651302605209
950.7029280573909,2740240.7313991855,9.936038868403594,12.86573146292585
971.2296471023533,2869729.6566883577,9.933016981171413,12.905811623246493
992.1961472605767,3005337.5267769466,9.929852308299205,12.945891783567134
1013.6152634712398,3147353.4898324413,9.926538102696913,12.985971943887774
1035.496766620729,3296080.357597607,9.923067298529215,13.026052104208416
1057.850638525244,3451811.5018064417,9.919433050222741,13.066132264529058
1080.6870764842665,3614895.5594722265,9.915627222675909,13.1062124248497
1104.0164979323213,3785684.675728491,9.911641598925861,13.14629258517034
1127.8495451911638,3964542.8832632555,9.907467684628221,13.186372745490981
1152.1970903245453,4151851.413828792,9.903096584121753,13.226452905811623
1177.0702400977907,4348009.510827498,9.898518981467909,13.266533066132263
1202.480341044441,4553435.280289151,9.89372512059457,13.306613226452905
