Nx,Mu,v1,v2,v3,v4,v5,v6,vd,gR,gP1,gP2,gP3,gP4,gP5,gP6,gP,R,PSU,Tc,CB,Mc,Tn,Mq,Pq,Q
5.684210526315789,9.763240814208985e-06,1123126.611113548,818061.9478225708,272687.31594085693,136001.94454193115,272003.8890838623,683.4268569946289,0.0,0.9241773888416089,0.37628517149703233,30.350356030623974,5.472244129028072,0.1327819735763569,0.14655195602131244,6.672460983736528e-05,27.200388908386234,94658.87469421039,38541.0109878068,3108635.401725769,560494.638323784,13600.194454193115,15010.584990183512,6.834268569946289,2786000.0,70000000.0
6.526315789473684,9.776353836059571e-06,1124635.083973407,819160.6879234308,273053.5626411436,136184.60893630973,272369.21787261945,684.3447685241699,0.0,0.925418652733826,0.37731757566264734,30.431937988171835,5.477808070845713,0.1331388923986764,0.13485681359091742,6.690396602948567e-05,27.236921787261963,94658.87469421039,38594.91810442981,3112810.6141090374,560311.9693398477,13618.460893630972,13794.182969677826,6.843447685241699,2786000.0,70000000.0
7.368421052631579,9.785890579223633e-06,1125732.1551442146,819959.7716331482,273319.92387771606,136317.4557685852,272634.9115371704,685.0123405456545,0.0,0.9263213901099838,0.37812747262639146,30.491339097355308,5.481851564960678,0.13339877061895322,0.1257759837264416,6.703455809997652e-05,27.263491153717013,94658.87469421039,38640.06750997111,3115847.132205963,560179.1191697121,13631.74557685852,12852.788686752318,6.850123405456546,2786000.0,70000000.00000001
8.210526315789473,9.794235229492189e-06,1126692.0924186704,820658.9698791502,273552.98995971674,136433.6967468261,272867.3934936522,685.5964660644532,0.0,0.927111285314122,0.37875983102165445,30.54336257791874,5.485387543708386,0.13362637191676183,0.11855057611076818,6.714893061143813e-05,27.286739349365238,94658.87469421039,38671.710669266045,3118504.0855407706,560062.8752708436,13643.369674682612,12104.117711385086,6.855964660644532,2786000.0,70000000.0
9.052631578947368,9.801387786865236e-06,1127514.8957967751,821258.2826614373,273752.76088714576,136533.3318710326,273066.6637420652,686.0971450805665,0.0,0.9277883383462404,0.3792696172530875,30.587989425850974,5.488416838529988,0.1338216131500757,0.11265912548913352,6.72470417839577e-05,27.306666374206547,94658.87469421039,38695.50164736302,3120781.474113462,559963.237643242,13653.33318710326,11494.201427282282,6.860971450805665,2786000.0,70000000.0
9.894736842105264,9.807348251342775e-06,1128200.5652785304,821757.7099800112,273919.2366600037,136616.36114120486,273232.7222824097,686.5143775939943,0.0,0.9283525492063391,0.3796931520657354,30.625203351999644,5.4909401620893314,0.13398442305430086,0.10775768492452281,6.732885580618132e-05,27.323272228240988,94658.87469421039,38715.16972120875,3122679.2979240427,559880.2062869072,13661.636114120487,10987.443513058604,6.865143775939942,2786000.0,70000000.0
10.736842105263158,9.812116622924805e-06,1128749.1008639343,822157.2518348697,274052.4172782899,136682.7845573426,273365.5691146852,686.8481636047363,0.0,0.928803917894418,0.3800554036235244,30.654990782070982,5.492958108272958,0.1341147422422751,0.1036102126342282,6.739434283531409e-05,27.336556911468595,94658.87469421039,38733.27419851204,3124197.556972505,559813.7812018394,13668.278455734258,10559.415120704505,6.868481636047363,2786000.0,70000000.0
11.578947368421051,9.815692901611329e-06,1129160.5025529861,822456.9082260132,274152.3027420044,136732.6021194458,273465.2042388916,687.0985031127932,0.0,0.9291424444104773,0.3803740981534943,30.677340856630053,5.494471152190101,0.13421252320426902,0.100049335479546,6.744347899712014e-05,27.346520423889153,94658.8746942104,38751.62986110259,3125336.25125885,559763.9623880386,13673.26021194458,10192.793976176868,6.870985031127932,2786000.0000000005,70000000.00000001
12.421052631578947,9.819269180297852e-06,1129571.904242039,822756.5646171572,274252.18820571905,136782.4196815491,273564.8393630982,687.3488426208496,0.0,0.9294809709265364,0.38064150678747183,30.699699075765363,5.49598383977532,0.13431033979856016,0.09697661822743493,6.749263306460307e-05,27.356483936309836,94658.87469421039,38764.74916801554,3126474.9455451975,559714.1435742378,13678.24196815491,9876.154370227103,6.873488426208496,2786000.0,70000000.0
13.263157894736842,9.821653366088869e-06,1129846.172034741,822956.3355445865,274318.7785148622,136815.63138961798,273631.26277923596,687.5157356262209,0.0,0.929706655270576,0.3808880011700654,30.714609079953465,5.496992100203288,0.13437557065714154,0.09427619401659772,6.752541239052338e-05,27.363126277923616,94658.8746942104,38780.4361417553,3127234.075069429,559680.9310317041,13681.563138961797,9598.8109641605,6.87515735626221,2786000.0000000005,70000000.00000001
14.105263157894736,9.82522964477539e-06,1130257.5737237916,823255.9919357289,274418.6639785763,136865.44895172102,273730.89790344203,687.7660751342775,0.0,0.930045181786635,0.3810797223081784,30.7369808733824,5.498504193901968,0.13447344663859423,0.09192363964250173,6.757459630080122e-05,27.373089790344086,94658.87469421039,38785.83362281198,3128372.76935577,559631.1122179034,13686.544895172101,9355.876958192273,6.877660751342774,2786000.0,70000000.00000001
14.94736842105263,9.827613830566406e-06,1130531.841516495,823455.7628631594,274485.2542877198,136898.66065979007,273797.32131958014,687.9329681396486,0.0,0.9302708661306746,0.3812636598514353,30.751899927099664,5.499512058405571,0.134538717088617,0.08981880549296403,6.760739552191809e-05,27.379732131958043,94658.8746942104,38795.14055238997,3129131.898880006,559597.8996753693,13689.866065979008,9139.431711653591,6.879329681396485,2786000.0000000005,70000000.00000001
15.789473684210526,9.828805923461914e-06,1130668.9754128463,823555.648326874,274518.5494422913,136915.2665138245,273830.533027649,688.016414642334,0.0,0.9303837083026942,0.38144428208673864,30.759360811387648,5.50001593126872,0.13457135825234448,0.08791995405819841,6.7623798116756e-05,27.383053302764893,94658.87469421039,38808.81208328772,3129511.4636421213,559581.2934041023,13691.52665138245,8945.130745569868,6.88016414642334,2786000.0,70000000.0
16.63157894736842,9.83119010925293e-06,1130943.243205547,823755.4192543025,274585.13975143415,136948.47822189325,273896.9564437865,688.1833076477051,0.0,0.9306093926467336,0.38158406913849663,30.77428529482232,5.501023558217711,0.13463665245723172,0.08623562802956868,6.765660927499084e-05,27.38969564437859,94658.87469421039,38813.619195437685,3130270.59316635,559548.0808615686,13694.847822189326,8771.636706364303,6.881833076477051,2786000.0,70000000.0
17.473684210526315,9.832382202148438e-06,1131080.3771018987,823855.3047180179,274618.434906006,136965.0840759278,273930.1681518556,688.2667541503906,0.0,0.9307222348187534,0.3817270474225398,30.781748893969066,5.501527312303551,0.13466930549839168,0.08469563550621743,6.767301783838775e-05,27.393016815185604,94658.87469421039,38823.45494453318,3130650.157928468,559531.4745903015,13696.508407592779,8613.94866116076,6.882667541503906,2786000.0,70000000.0
18.31578947368421,9.834766387939453e-06,1131354.644894599,824055.075645446,274685.02521514863,136998.29578399647,273996.59156799293,688.4336471557617,0.0,0.9309479191627931,0.381834539845078,30.796678807121197,5.502534701697926,0.13473462345814358,0.08331865220744972,6.770584093374055e-05,27.399659156799327,94658.87469421042,38824.97303782715,3131409.287452695,559498.2620477678,13699.829578399647,8471.848635837943,6.884336471557617,2786000.000000001,70000000.0
19.157894736842103,9.835958480834962e-06,1131491.7787909498,824154.9611091607,274718.3203697202,137014.9016380309,274029.8032760618,688.5170936584472,0.0,0.9310607613348126,0.3819495522534323,30.80414512112666,5.50303833700646,0.1347672883767358,0.08204514039638641,6.772225546569643e-05,27.402980327606084,94658.87469421039,38831.96060634541,3131788.852214811,559481.6557765008,13701.49016380309,8341.34675906254,6.885170936584472,2786000.0,69999999.99999999
20.0,9.83715057373047e-06,1131628.9126873016,824254.846572876,274751.615524292,137031.50749206543,274063.01498413086,688.6005401611329,0.0,0.9311736035068324,0.3820531977939753,30.811612340085052,5.503541932722556,0.13479995725447227,0.08087997435268336,6.7738671987172e-05,27.40630149841309,94658.87469421039,38837.790977219134,3132168.4169769287,559465.0495052338,13703.150749206543,8221.890449523926,6.886005401611329,2786000.0,70000000.0
