	nG	nO	N	t
1020	214132602.91733187	11112.298198759867	0.04067712080560064	93.07965398269914
1021	214132725.80240977	10988.111603575164	0.040677202438715344	93.17090854542728
1022	214132849.3555392	10865.312886635726	0.040677188219572454	93.2621631081554
1023	214132971.57465747	10743.880316003659	0.04067717227379292	93.35341767088354
1024	214133092.4333453	10623.803534669745	0.04067715631351243	93.44467223361168
1025	214133211.94090834	10505.068786774294	0.04067714054804087	93.53592679633982
1026	214133330.11738807	10387.656081342868	0.040677124978422706	93.62718135906796
1027	214133446.96983686	10271.559124241707	0.040677109570463485	93.71843592179609
1028	214133562.51453584	10156.761808309782	0.040677094318804424	93.80969048452422
1029	214133676.76268062	10043.252029642363	0.04067707926774869	93.90094504725236
1030	214133789.73022357	9931.01323718922	0.04067706444794724	93.9921996099805
1031	214133776.29688776	9820.028613266257	0.04068286969447837	94.08345417270864
1032	214133883.476465	9710.286970639825	0.040683007498520454	94.17470873543678
1033	214133992.6331478	9601.771774185636	0.04068299610451616	94.2659632981649
1034	214134100.63482514	9494.464140385873	0.040682982061031325	94.35721786089304
1035	214134207.43567228	9388.354549884574	0.04068296794360416	94.44847242362118
1036	214134313.0434236	9283.429877586632	0.04068295400517103	94.53972698634932
1037	214134417.4740789	9179.674337123373	0.04068294023849029	94.63098154907746
1038	214134520.5478269	9077.26665962863	0.04068292666343012	94.7222361118056
1039	214134622.46239442	8976.010599133224	0.04068291324445691	94.81349067453372
1040	214134723.4277014	8875.697655442435	0.04068289995097569	94.90474523726186
1041	214134823.26382542	8776.506597331892	0.04068288680625688	94.99599979999
1042	214134740.33919233	8678.426127506256	0.04069132159534434	95.08725436271814
1043	214134833.9258858	8581.446370793466	0.04069149587880409	95.17850892544628
1044	214134930.35205224	8485.54962677984	0.04069148755265462	95.2697634881744
1045	214135025.80101752	8390.723621382493	0.04069147469436945	95.36101805090254
1046	214135120.18599674	8296.952770562668	0.0406914620675303	95.45227261363068
1047	214135213.52222976	8204.220829891978	0.040691449721621815	95.54352717635882
1048	214135305.80845892	8112.530843554091	0.04069143757303412	95.63478173908696
1049	214135397.07496232	8021.854210248851	0.04069142554864715	95.7260363018151
1050	214135487.29504648	7932.21686338067	0.04069141367939954	95.81729086454322
1051	214135576.160971	7843.925095908048	0.04069140198056775	95.90854542727136
1052	214135664.19366783	7756.461242018029	0.04069139038820662	95.9997999899995
1053	214135512.76063505	7669.783877048942	0.040702479072835925	96.09105455272764
1054	214135594.587871	7584.080450623831	0.04070267390941178	96.18230911545578
1055	214135679.7806988	7499.334070790356	0.04070266754761011	96.27356367818392
1056	214135764.1309069	7415.533787087982	0.04070265621261027	96.36481824091204
1057	214135847.5414598	7332.667467243548	0.040702644983605346	96.45607280364018
1058	214135930.0274205	7250.715963500009	0.0407026340538204	96.54732736636832
1059	214136011.58330992	7169.687031441931	0.04070262331606208	96.63858192909646
1060	214136092.2393556	7089.552322364082	0.04070261268776627	96.7298364918246
1061	214136171.98789185	7010.3190255013815	0.04070260218987122	96.82109105455272
1062	214136250.4663061	6932.347626242518	0.040702591860054024	96.91234561728086
1063	214136284.8208269	6854.885575954168	0.04070460985366067	97.003600180009
1064	214136109.5325761	6778.28837173506	0.04071633747104089	97.09485474273714
1065	214136180.9627944	6702.55215805255	0.04071655060322412	97.18610930546528
1066	214136256.22983557	6627.661678516767	0.04071654581697676	97.27736386819342
1067	214136330.77196997	6553.607301822982	0.04071653571718817	97.36861843092154
1068	214136404.48316628	6480.376970900638	0.04071652579792367	97.45987299364968
1069	214136477.3741684	6407.95831287467	0.04071651613704324	97.55112755637782
1070	214136549.44581813	6336.352484408793	0.04071650664140454	97.64238211910596
1071	214136620.71990094	6265.539210799601	0.040716497244192636	97.7336366818341
1072	214136691.12451982	6195.589417022459	0.040716487978565294	97.82489124456224
1073	214136760.4974178	6126.6648584358345	0.04071647884035881	97.91614580729036
1074	214136730.51529887	6058.209938554875	0.04072106854892602	98.0074003700185
1075	214136543.57378364	5990.520739874372	0.040732922328177955	98.09865493274664
1076	214136606.11421272	5923.59238478344	0.040733137774110126	98.18990949547478
1077	214136672.61194026	5857.411335930031	0.040733134292947684	98.28116405820292
1078	214136738.48258197	5791.96884267061	0.04073312550208669	98.37241862093104
1079	214136803.62142834	5727.25712617907	0.040733116634421244	98.46367318365918
1080	214136868.03970376	5663.256820163765	0.04073310807189978	98.55492774638732
1081	214136931.7329596	5599.975466160259	0.04073309966939857	98.64618230911546
1082	214136994.71807846	5537.397374505951	0.04073309137410099	98.7374368718436
1083	214137057.001588	5475.516478866793	0.04073308316558573	98.82869143457174
1084	214137118.46786293	5414.447350588953	0.04073307507339552	98.91994599729986
1085	214137018.37015063	5354.026491797639	0.04074055068295968	99.011200560028
1086	214136827.15673527	5294.211411336069	0.04075223559349265	99.10245512275614
1087	214136881.88283384	5235.0685498616585	0.040752451057604104	99.19370968548428
1088	214136940.6401035	5176.585990225248	0.04075244822012785	99.28496424821242
1089	214136998.85329202	5118.756202544433	0.0407524402167665	99.37621881094056
1090	214137056.4168585	5061.569617464779	0.04075243240266152	99.46747337366868
1091	214137113.33791152	5005.017856083965	0.04075242483831606	99.55872793639682
1092	214137169.62036827	4949.099333389628	0.04075241741553566	99.64998249912496
1093	214137225.27789348	4893.801761324686	0.04075241007237615	99.7412370618531
1094	214137280.30516574	4839.129891244644	0.040752402834546356	99.83249162458124
1095	214137334.73154017	4785.055586336624	0.04075239565016644	99.92374618730936
1096	214137161.15192586	4731.59919961459	0.0407629636456218	100.0150007500375
1097	214136970.42114425	4678.744173579147	0.04077430123149823	100.10625531276564
1098	214137018.45384312	4626.482969920554	0.040774506770762955	100.19750987549378
1099	214137070.3590134	4574.805167011084	0.04077450497874798	100.28876443822192
1100	214137121.79843265	4523.704136864524	0.04077449792536017	100.38001900095006
1101	214137172.66428146	4473.171924314864	0.04077449099635733	100.47127356367818
1102	214137222.9642523	4423.198600071104	0.04077448429745253	100.56252812640632
1103	214137272.69717425	4373.787231921944	0.040774477739906966	100.65378268913446
1104	214137321.88180417	4324.920882932042	0.04077447124195795	100.7450372518626
1105	214137370.5109429	4276.606053749459	0.040774464834987235	100.83629181459074
1106	214137418.2259132	4229.19962029051	0.040774458542125754	100.92754637731888
1107	214137166.98488966	4181.958058964061	0.040788348294210255	101.018800940047
1108	214136982.05873194	4135.249216902194	0.04079912903165439	101.11005550277514
1109	214137024.15385115	4089.0649296713746	0.04079932705802707	101.20131006550328
1110	214137070.02048236	4043.3961439064406	0.04079932561787598	101.29256462823142
1111	214137115.47941944	3998.236987153109	0.04079931935037079	101.38381919095956
1112	214137160.43145493	3953.5798764582064	0.04079931322337036	101.47507375368768
1113	214137204.8822292	3909.417767592603	0.040799307303359726	101.56632831641582
1114	214137248.83339235	3865.750970938446	0.04079930149910881	101.65758287914396
1115	214137292.2983263	3822.5673593829606	0.04079929575432271	101.7488374418721
1116	214137335.21917504	3779.923977359073	0.04079929009705191	101.84009200460024
1117	214137377.39707237	3738.0189186588495	0.04079928452955402	101.93134656732838
1118	214137048.09999734	3696.268977021118	0.040816548149624085	102.0226011300565
1119	214136870.23384422	3654.991092348478	0.04082674703887372	102.11385569278464
1120	214136907.1693146	3614.176563950599	0.040826934381009476	102.20511025551278
1121	214136947.69104958	3573.817499091518	0.04082693367446808	102.29636481824092
1122	214136987.86214054	3533.9085651854134	0.04082692826453082	102.38761938096906
1123	214137027.58849326	3494.4452038632485	0.04082692274006917	102.4788739436972
1124	214137066.87460008	3455.4150095734126	0.04082691747122022	102.57012850642532
1125	214137105.71919364	3416.822076597833	0.04082691232581137	102.66138306915346
1126	214137144.1293692	3378.6601449842783	0.040826907266059406	102.7526376318816
1127	214137182.11526877	3340.9200943686224	0.040826902245999074	102.84389219460974
1128	214137219.67070857	3303.607485594362	0.04082689729365618	102.93514675733788
1129	214136810.36328974	3266.7146285387003	0.04084765528980812	103.026401320066
1130	214136642.26723123	3230.2398549291156	0.04085717559728009	103.11765588279414
1131	214136674.57891098	3194.1743150564016	0.04085735630972954	103.20891044552228
1132	214136710.38276044	3158.511170289786	0.040857355826733284	103.30016500825042
1133	214136745.8819069	3123.245814747006	0.04085735094691581	103.39141957097856
1134	214136780.9865573	3088.3734065233316	0.0408573460723515	103.4826741337067
1135	214136815.70132154	3053.8847015921324	0.04085734142013095	103.57392869643482
1136	214136850.02473077	3019.7835476796113	0.040857336878963625	103.66518325916296
1137	214136883.96788895	2986.060064685228	0.0408573323936109	103.7564378218911
1138	214136917.5321132	2952.7130807054514	0.04085732795752079	103.84769238461924
1139	214136950.60829985	2919.850833776225	0.040857323592553674	103.93894694734738
1140	214136461.15662915	2887.3229434137415	0.04088160516340841	104.0302015100755
1141	214136303.13537458	2855.0901722574067	0.04089045890897363	104.12145607280364
1142	214136331.6249508	2823.2188537789825	0.04089062160232599	104.21271063553178
1143	214136363.25411502	2791.7030749397586	0.040890621685083596	104.30396519825992
1144	214136394.62769923	2760.538828560258	0.040890617245580727	104.39521976098806
1145	214136425.65056267	2729.7211103378313	0.04089061294217629	104.4864743237162
1146	214136456.32751912	2699.244068000312	0.040890608824163954	104.57772888644432
1147	214136486.65826523	2669.109625392159	0.040890604815849364	104.66898344917246
1148	214136516.65514582	2639.307172549783	0.0408906008383528	104.7602380119006
1149	214136546.31335717	2609.840838163689	0.04089059692236901	104.85149257462874
1150	214136575.4605559	2580.8822303247016	0.040890593072926466	104.94274713735687
1151	214136005.59707487	2552.0754182858172	0.040918440717149604	105.03400170008501
1152	214135858.5905056	2523.5908392602	0.04092660723899944	105.12525626281314
1153	214135883.49780625	2495.425507248715	0.04092676354904445	105.21651082554128
1154	214135911.4489274	2467.5742697356436	0.04092676363698031	105.30776538826942
1155	214135939.1718317	2440.033474535751	0.040926759848045016	105.39901995099756
1156	214135966.58853567	2412.799969714995	0.0409267559561903	105.4902745137257
1157	214135993.70080975	2385.865119274642	0.04092675228218799	105.58152907645382
1158	214136020.50908288	2359.2309398825882	0.040926748711955015	105.67278363918196
1159	214136047.0151671	2332.8960816208287	0.040926745224230204	105.7640382019101
1160	214136073.23153642	2306.8496268436616	0.04092674174848125	105.85529276463824
1161	214136099.15180466	2281.097164977284	0.04092673832081806	105.94654732736637
1162	214135449.1713954	2255.6352170461882	0.04095815588491187	106.03780189009451
1163	214135312.74530336	2230.464682476554	0.040965675642010806	106.12905645282264
1164	214135334.67643097	2205.5761007100127	0.040965817416059536	106.22031101555078
1165	214135359.373855	2180.9650134082312	0.04096581758338695	106.31156557827892
1166	214135383.8733833	2156.628262805827	0.04096581414900356	106.40282014100706
1167	214135408.1007775	2132.562784198411	0.04096581070861155	106.4940747037352
1168	214135432.05907226	2108.7611292117926	0.040965807468750615	106.58532926646333
1169	214135455.7474342	2085.2264703343894	0.040965804320096465	106.67658382919146
1170	214135479.1717073	2061.9537763860926	0.04096580122569784	106.7678383919196
1171	214135502.3369302	2038.938709699149	0.04096579815369695	106.85909295464774
1172	214135525.23953235	2016.184344056497	0.04096579512666904	106.95034751737587
1173	214134794.58223692	1993.6848243994332	0.04100082650413518	107.04160208010401
1174	214134669.28924826	1971.4424887408472	0.04100769180547328	107.13285664283214
1175	214134688.56921387	1949.4491657880428	0.04100782173511594	107.22411120556028
1176	214134710.38514283	1927.7010039628508	0.041007822279532036	107.31536576828842
1177	214134732.03760147	1906.1952724874554	0.04100781911050353	107.40662033101655
1178	214134753.44715643	1884.928563688764	0.04100781608135083	107.4978748937447
1179	214134774.61788332	1863.8963852546758	0.04100781321221583	107.58912945647283
1180	214134795.54914576	1843.1007180030103	0.0410078104402373	107.68038401920096
1181	214134816.25027728	1822.5339257958437	0.041007807687770334	107.7716385819291
1182	214134836.71865276	1802.1981563223355	0.041007804976652816	107.86289314465724
1183	214134856.95509636	1782.0927077993824	0.041007802301315004	107.95414770738537
1184	214134046.17038324	1762.2097079738421	0.041046438083835755	108.04540227011351
1185	214133931.28096145	1742.5546261618683	0.041052698772935846	108.13665683284165
1186	214133948.20409912	1723.119469383383	0.04105281890406666	108.22791139556978
1187	214133967.4785597	1703.9009081562806	0.04105281957053066	108.31916595829792
1188	214133986.61337948	1684.8965088512264	0.04105281673479697	108.41042052102605
1189	214134005.53357992	1666.103092890527	0.041052814032306706	108.5016750837542
1190	214134024.24177906	1647.517419239497	0.04105281149258851	108.59292964648233
1191	214134042.73866412	1629.1403986584612	0.04105280904116869	108.68418420921046
1192	214134061.03216392	1610.965729547385	0.0410528066034374	108.7754387719386
1193	214134079.1190816	1592.9959526907853	0.041052804209477094	108.86669333466673
1194	214134096.84052113	1575.3893872782885	0.04105280185920823	108.95794789739487
1195	214133206.15500233	1557.8364107999205	0.04109504488056105	109.04920246012301
1196	214133101.09129912	1540.4653852881806	0.041100741984320927	109.14045702285115
1197	214133115.92098305	1523.2886220420405	0.04110085406067754	109.23171158557928
1198	214133132.9542045	1506.3032219131082	0.04110085472331344	109.32296614830742
1199	214133149.8660968	1489.507065847237	0.04110085219522298	109.41422071103555
1200	214133166.58789697	1472.8974891645182	0.041100849798794095	109.5054752737637
1201	214133183.123189	1456.4707355204262	0.04110084754267939	109.59672983649183
1202	214133199.47147128	1440.2285192160818	0.041100845370189695	109.68798439921997
1203	214133215.63950193	1424.1654312762585	0.04110084321949999	109.7792389619481
1204	214133231.62672874	1408.2819135811528	0.041100841095661006	109.87049352467623
1205	214133247.43241522	1392.578599590644	0.04110083900336307	109.96174808740437
1206	214132276.66154578	1377.0491263529093	0.041146712153915355	110.05300265013251
1207	214132181.03634644	1361.6982839758841	0.04115187599774513	110.14425721286065
1208	214132194.13313165	1346.519017667765	0.04115197542879041	110.23551177558878
1209	214132209.179453	1331.508806886973	0.041151976300384634	110.32676633831692
1210	214132224.12603265	1316.6657869636676	0.04115197400666446	110.41802090104505
1211	214132238.90405497	1301.9876389150368	0.04115197185632513	110.50927546377319
1212	214132253.51688945	1287.4710152741002	0.041151969848914206	110.60053002650133
1213	214132267.9642282	1273.1174227345646	0.041151967928417625	110.69178458922947
1214	214132282.25234988	1258.92208361664	0.04115196602584442	110.7830391519576
1215	214132296.38066122	1244.885449331295	0.04115196414771308	110.87429371468573
1216	214132310.3485868	1231.0080011142043	0.041151962298329965	110.96554827741387
1217	214131259.65646872	1217.2840782934843	0.04120146811958669	111.05680284014201
1218	214131172.71137255	1203.718240417876	0.04120614495248306	111.14805740287015
1219	214131184.2337811	1190.303945657045	0.04120623521945603	111.23931196559829
1220	214131197.52765727	1177.0390054629697	0.04120623612811506	111.33056652832641
1221	214131210.7370983	1163.9217623661805	0.041206234069508615	111.42182109105455
1222	214131223.79754817	1150.950081426087	0.04120623214564061	111.51307565378269
1223	214131236.71143845	1138.1213411079073	0.0412062303657915	111.60433021651083
1224	214131249.47880626	1125.4367577344835	0.04120622867145577	111.69558477923897
1225	214131262.10619178	1112.8915315581096	0.0412062269825081	111.7868393419671
1226	214131274.59164488	1100.4870937669793	0.04120622532284025	111.87809390469523
1227	214131286.9355821	1088.2231609215967	0.04120622368631285	111.96934846742337
1228	214130156.19989097	1076.094645001149	0.041259377676298184	112.06060303015151
1229	214130077.30851328	1064.1060127047067	0.041263606329507034	112.15185759287965
1230	214130087.43311536	1052.2512331523378	0.04126368881074083	112.24311215560779
1231	214130099.18238238	1040.5284117749345	0.04126368957314072	112.33436671833591
1232	214130110.85565796	1028.9360549462176	0.04126368777994664	112.42562128106405
1233	214130122.39827523	1017.4721056076756	0.04126368606961566	112.51687584379219
1234	214130133.8106734	1006.1348979079601	0.04126368449947279	112.60813040652033
1235	214130145.0941016	994.924727294053	0.041263682997631175	112.69938496924847
1236	214130156.25360554	983.8379176134355	0.04126368150102526	112.79063953197661
1237	214130167.2870429	972.8760296979129	0.04126368003643162	112.88189409470473
1238	214130178.1962142	962.0376688082914	0.041263678585213806	112.97314865743287
1239	214128967.12955114	951.3189045521514	0.04132050277611858	113.06440322016101
1240	214128895.7020276	940.723873273305	0.04132431925305942	113.15565778288915
1241	214128904.5917926	930.2470711672339	0.04132439484298851	113.24691234561729
1242	214128914.96884808	919.8868353026069	0.0413243958214989	113.33816690834541
1243	214128925.2871084	909.6418817505057	0.04132439415333334	113.42942147107355
1244	214128935.48851103	899.5105660858397	0.04132439261559907	113.52067603380169
1245	214128945.57529604	889.4906494406431	0.0413243912086235	113.61193059652983
1246	214128955.54754665	879.5831854717893	0.04132438987935086	113.70318515925797
1247	214128965.41006315	869.784819915614	0.041324388561102224	113.79443972198611
1248	214128975.1624063	860.0958596874274	0.04132438725997874	113.88569428471423
1249	214128984.80402166	850.5167411232833	0.04132438598140606	113.97694884744237
1250	214127693.04802644	841.043629687739	0.04138490469945021	114.06820341017051
1251	214127628.45204237	831.6800083266544	0.041388345978278326	114.15945797289865
1252	214127636.22899923	822.4208186883826	0.04138841648707128	114.25071253562679
1253	214127645.40164945	813.2646166453345	0.04138841727822769	114.34196709835493
1254	214127654.5207646	804.210244250006	0.04138841580601399	114.43322166108305
1255	214127663.53760225	795.2560254138941	0.041388414415557365	114.52447622381119
1256	214127672.4514659	786.4011143119484	0.041388413178731716	114.61573078653933
1257	214127681.2650702	777.6448521572913	0.0413884120000394	114.70698534926747
1258	214127689.9810906	768.9856040186029	0.04138841083136193	114.79823991199561
1259	214127698.59833127	760.4241560849232	0.041388409691623294	114.88949447472373
1260	214127707.1197549	751.9582158700699	0.041388408550035054	114.98074903745187
1261	214126334.11713347	743.5857973623105	0.04145265448005892	115.07200360018001
1262	214126275.70194983	735.3102297691912	0.041455757516641316	115.16325816290815
1263	214126282.57831287	727.1269095457727	0.041455819690930006	115.25451272563629
1264	214126290.68257052	719.034563480571	0.04145582051227259	115.34576728836443
1265	214126298.74306256	711.03220053429	0.04145581916885246	115.43702185109255
1266	214126306.7119542	703.1185580078098	0.041455817944295655	115.52827641382069
1267	214126314.59140077	695.2916437399613	0.041455816831352306	115.61953097654883
1268	214126322.38140365	687.5524258682785	0.04145581578476615	115.71078553927697
1269	214126330.0850286	679.8988109744639	0.041455814759676905	115.80204010200511
1270	214126337.70352557	672.3299453982679	0.0414558137377913	115.89329466473325
1271	214126345.23552534	664.8468049137259	0.041455812737244094	115.98454922746137
1272	214124890.2995549	657.4470410156345	0.04152382379360999	116.07580379018951
1273	214124837.58052212	650.1329426630888	0.04152661703652489	116.16705835291765
1274	214124843.59239876	642.9003298267785	0.04152667503930565	116.25831291564579
1275	214124850.75377122	635.74809188318	0.0415266758300295	116.34956747837393
1276	214124857.87825516	628.6753458365811	0.04152667462586176	116.44082204110205
1277	214124864.92190886	621.6809274494642	0.04152667352476785	116.53207660383019
1278	214124871.88614342	614.7632452137527	0.041526672535414665	116.62333116655833
1279	214124878.77113625	607.9230972729489	0.04152667161229159	116.71458572928647
1280	214124885.58015123	601.1583640996377	0.04152667070254091	116.80584029201461
1281	214124892.31363767	594.4687538575181	0.04152666979888468	116.89709485474275
1282	214124898.97063282	587.8549357456976	0.041526668914865554	116.98834941747087
1283	214123361.26746762	581.3146534816577	0.0415984891604172	117.07960398019901
1284	214123313.65786225	574.8501315579878	0.04160100511967977	117.17085854292715
1285	214123318.9618204	568.4575908280248	0.04160105683353683	117.26211310565529
1286	214123325.28905612	562.1360564624405	0.04160105764274692	117.35336766838343
1287	214123331.58671674	555.8847550866518	0.04160105654912078	117.44462223111157
1288	214123337.81265026	549.7026882572151	0.04160105555964765	117.53587679383969
1289	214123343.9683659	543.5883114414961	0.041601054676238	117.62713135656783
1290	214123350.0540196	537.5423943471019	0.04160105385570892	117.71838591929597
1291	214123356.07216212	531.5633215919311	0.041601053054831104	117.80964048202411
1292	214123362.0239729	525.6503462913729	0.04160105225361714	117.90089504475225
1293	214123367.9082994	519.8042099817305	0.04160105147105489	117.99214960748037
1294	214121746.47925612	514.0235006195651	0.04167673015542111	118.08340417020851
1295	214121703.45629135	508.30970314685237	0.04167899775879219	118.17465873293665
1296	214121708.1403388	502.659492842108	0.041679043653030386	118.26591329566479
1297	214121713.73128402	497.072023118182	0.04167904444100509	118.35716785839293
1298	214121719.3093732	491.534250015334	0.04167904350716371	118.44842242112107
1299	214121724.7497466	486.1324626075121	0.04167904263067428	118.53967698384919
1300	214121730.0937688	480.82379835865794	0.041679041888486985	118.63093154657733
1301	214121735.43779102	475.5151341098037	0.04167904114629969	118.72218610930547
1302	214121740.57986677	470.4065517798352	0.04167904045682332	118.81344067203361
1303	214121745.84295937	465.17806993730153	0.041679039735759815	118.90469523476175
1304	214121751.04766113	460.00744503059764	0.041679039029693395	118.99594979748989
1305	214120044.68039998	454.8938756668005	0.041758636850482714	119.08720436021801
1306	214120005.90229794	449.8395870841237	0.04176067625097249	119.17845892294615
1307	214120010.01052824	444.84151465305763	0.0417607184848801	119.26971348567429
1308	214120014.95431566	439.89891257206807	0.04176071926976673	119.36096804840243
1309	214120019.88507536	435.0050716295863	0.04176071838449059	119.45222261113057
1310	214120024.68105873	430.2431275570062	0.04176071761071336	119.54347717385869
1311	214120029.40899253	425.54658424567936	0.041760716949012726	119.63473173658683
1312	214120034.1369263	420.85004093435253	0.041760716287312094	119.72598629931497
1313	214120038.6658472	416.35059300299304	0.04176071568129232	119.8172408620431
1314	214120043.32206976	411.72507000413174	0.04176071503965543	119.90849542477125
1315	214120047.92671984	407.15062419941205	0.04176071441237036	119.99974998749938
1316	214118255.38916183	402.6266841402075	0.04184429228869925	120.09100455022751
1317	214118220.3637685	398.1551992233552	0.041846129955638044	120.18225911295565
1318	214118223.97172794	393.73342009480916	0.041846168555975886	120.27351367568379
1319	214118228.34479603	389.36069248393267	0.041846169283305666	120.36476823841193
1320	214118232.71022668	385.027597640216	0.04184616851586871	120.45602280114007
1321	214118236.96084064	380.80754870138776	0.041846167811576955	120.5472773638682
1322	214118241.12985682	376.6661959006827	0.04184616722885797	120.63853192659633
1323	214118245.29887304	372.52484309997686	0.04184616664613899	120.72978648932447
1324	214118249.45960084	368.3916165471323	0.04184616606957877	120.8210410520526
1325	214118253.57791698	364.3002820606717	0.04184616551006784	120.91229561478075
1326	214117992.4274598	360.25422238395123	0.04185849986453723	121.00355017750888
1327	214116377.43066478	356.2534874743782	0.04193379631520462	121.09480474023701
1328	214116345.81291714	352.29892381169145	0.04193545137190957	121.18605930296515
1329	214116348.9968125	348.3882945590442	0.041935485835227805	121.27731386569329
1330	214116352.8607664	344.52101303871393	0.041935486647248194	121.36856842842143
1331	214116356.71559352	340.69661987010164	0.04193548588180849	121.45982299114957
1332	214116360.51830196	336.92209424797	0.041935485212590336	121.5510775538777
1333	214116364.18462455	333.28004420268593	0.041935484702711336	121.64233211660583
1334	214116367.8509472	329.6379941574012	0.041935484192832335	121.73358667933397
1335	214116371.51705083	325.9961577944604	0.041935483683164916	121.8248412420621
1336	214116375.15972152	322.37743710748407	0.04193548318432252	121.91609580479025
1337	214115848.86978903	318.7985662217157	0.04196012674549837	122.00735036751838
1338	214114409.27999225	315.2601620900578	0.04202724384836634	122.09860493024651
1339	214114380.71538046	311.7624063926464	0.0420287355881985	122.18985949297465
1340	214114383.5073209	308.3034871945602	0.042028767195670676	122.28111405570279
1341	214114386.92452264	304.88289493975753	0.04202876793470018	122.37236861843093
1342	214114390.3397223	301.49450879217557	0.04202876726353792	122.46362318115906
1343	214114393.65591303	298.2026434146628	0.04202876669168991	122.5548777438872
1344	214114396.90658244	294.97364018579435	0.04202876623282904	122.64613230661533
1345	214114400.15725192	291.7446369569254	0.04202876577396818	122.73738686934347
1346	214114403.40637055	288.5171378189682	0.04202876531702228	122.8286414320716
1347	214114406.62865996	285.31605224480205	0.04202876487492053	122.91989599479975
1348	214113632.46865004	282.1500737859079	0.04206491701813075	123.01115055752788
1349	214112349.33894494	279.0202182540058	0.04212473845972029	123.10240512025602
1350	214112323.47779033	275.9261672971295	0.0421260856241395	123.19365968298415
1351	214112325.9292432	272.86644978919793	0.042126114433111886	123.28491424571229
1352	214112328.95058188	269.84061624975175	0.042126115156412444	123.37616880844043
1353	214112331.97258314	266.8427979564266	0.042126114541212255	123.46742337116856
1354	214112334.90545353	263.93172533092434	0.04212611402219975	123.5586779338967
1355	214112337.77407542	261.0822507483488	0.042126113615983805	123.64993249662483
1356	214112340.64269733	258.2327761657728	0.04212611320976786	123.74118705935297
1357	214112343.5111845	255.38343166079733	0.042126112803744974	123.8324416220811
1358	214112346.36198667	252.55145770263388	0.04212611240939433	123.92369618480924
1359	214111340.29398897	249.7503990096042	0.04217303301458561	124.01495074753738
1360	214110195.71514627	246.98157304228053	0.04222639392914206	124.10620531026552
1361	214110172.3523309	244.24430110395897	0.04222760824808644	124.19745987299365
1362	214110174.50268698	241.5373848267555	0.042227634592447126	124.28871443572179
1363	214110177.17506874	238.86042892358716	0.04222763526014167	124.37996899844993
1364	214110179.85112274	236.20550757173734	0.04222763472852743	124.47122356117806
1365	214110182.45412487	233.62218130791518	0.042227634252495705	124.5624781239062
1366	214110184.9821367	231.11103318386853	0.04222763389498535	124.65373268663434
1367	214110187.5101485	228.59988505982224	0.042227633537474996	124.74498724936247
1368	214110190.03816035	226.08873693577556	0.042227633179964634	124.8362418120906
1369	214110192.5592427	223.58438335597776	0.04222763282757787	124.92749637481874
1370	214108967.9028441	221.10583258297473	0.042284704411732814	125.01875093754688
1371	214107946.5948219	218.65605458681577	0.04233231739770632	125.11000550027502
1372	214107925.43785933	216.2340972657748	0.04233341440948698	125.20126006300315
1373	214107927.28966656	213.83898202630408	0.04233344008452744	125.29251462573129
1374	214107929.64920625	211.47035664660567	0.04233344090963992	125.38376918845942
1375	214107932.0156379	209.12553289242427	0.04233344030321785	125.47502375118756
1376	214107934.29753676	206.86106232881147	0.04233343987752706	125.5662783139157
1377	214107936.53645727	204.63721868649273	0.042333439554289844	125.65753287664384
1378	214107938.77537775	202.41337504417436	0.042333439231052636	125.74878743937197
1379	214107941.01429826	200.18953140185567	0.04233343890781542	125.8400420021001
1380	214107943.24577212	197.97291608655516	0.04233343859350503	125.93129656482824
1381	214106511.47440377	195.77951038376122	0.04240012929833203	126.02255112755638
1382	214105599.70771214	193.61169606725298	0.042442634613031965	126.11380569028452
1383	214105580.51705343	191.4684218522324	0.04244362716838078	126.20506025301266
1384	214105582.17146382	189.34888541279722	0.04244364916052454	126.29631481574079
1385	214105584.25895017	187.2527760011538	0.04244364991780529	126.38756937846892
1386	214105586.3532658	185.17836218030058	0.04244364934477451	126.47882394119706
1387	214105588.36502206	183.1819121072563	0.042443648972222726	126.5700785039252
1388	214105590.34294918	181.2173405485285	0.042443648684976944	126.66133306665334
1389	214105592.32087624	179.25276898980104	0.042443648397731154	126.75258762938147
1390	214105594.2988033	177.28819743107329	0.042443648110485364	126.8438421921096
1391	214105596.2726977	175.32752054623438	0.042443647828994985	126.93509675483774
1392	214103967.5011044	173.3861175589312	0.04251948878847951	127.02635131756588
1393	214103152.8495615	171.46750060801608	0.042557465873878514	127.11760588029402
1394	214103135.44915822	169.57053895802827	0.04255836367137434	127.20886044302216
1395	214103136.85908553	167.6945733252112	0.042558385664550016	127.30011500575029
1396	214103138.7061588	165.83933089625793	0.04255838635978584	127.39136956847842
1397	214103140.56300807	163.99850284192257	0.04255838592753154	127.48262413120656
1398	214103142.36766672	162.2083582090654	0.04255838555676439	127.5738786939347
1399	214103144.10538995	160.4822990224836	0.04255838530764934	127.66513325666284
1400	214103145.84311315	158.7562398359018	0.04255838505853429	127.75638781939098
1401	214103147.5808364	157.03018064932024	0.042558384809419245	127.8476423821191
1402	214103149.31855962	155.30412146273844	0.0425583845603042	127.93889694484724
1403	214101331.5560357	153.58561710510884	0.042643004639504156	128.0301515075754
1404	214100603.43939885	151.88724094884904	0.042676946909451584	128.12140607030352
1405	214100587.61203063	150.20798237225975	0.0426777613869237	128.21266063303165
