	Irr	Mu	v1	v2	v3	v4	v5	v6	vd	gR	gP1	gP2	gP3	gP4	gP5	gP6	gP	R	PSU	Tc	CB	Mc	Tn	Mq	Pq	Q
29	578.9473684210527	1.1801719665527344e-05	1357625.57387352	988866.090774536	329622.03025817865	164397.95494079587	328795.90988159174	826.1203765869141	0.0	1.1171375029953514	0.32182506436192	35.59447718970432	6.283835562895892	0.19401785777972685	1.6297500053497056	9.749641094458639e-05	32.87959098815918	94658.87469421039	27269.33645966583	3016041.576862335	532450.8411474039	16439.795494079586	138094.28215026853	8.26120376586914	2786000.0	70000000.0
30	621.0526315789474	1.1850595474243165e-05	1363248.0636239054	992961.3947868348	330987.13159561163	165078.79495620728	330157.58991241455	829.5416831970217	0.0	1.1217640320481606	0.31987122219332165	35.88991062403509	6.300348555386247	0.19562820204015455	1.6432768971372982	9.830562916590682e-05	33.01575899124146	94658.87469421039	26991.995709291572	3028532.2540998464	531648.2677245901	16507.879495620728	138666.1877632141	8.295416831970217	2786000.0	70000000.0
31	663.1578947368421	1.1883974075317383e-05	1367087.8127217297	995758.1877708436	331919.39592361456	165543.75886917114	331087.5177383423	831.8781852722168	0.0	1.1249236128647129	0.31849346411049734	36.09237169069886	6.312909677001827	0.1967317738731822	1.6525469005347304	9.886018787597095e-05	33.10875177383423	94658.87469421039	26800.24898169356	3037062.472701073	531212.0034083152	16554.375886917114	139056.75745010376	8.318781852722168	2786000.0	70000000.0
32	705.2631578947369	1.1904239654541016e-05	1369419.088959694	997456.2406539919	332485.4135513306	165826.05838775638	331652.11677551275	833.2967758178711	0.0	1.1268419297890484	0.31766602225599794	36.21557230767111	6.319791698727863	0.19740331400157635	1.6581878376132413	9.919764522692276e-05	33.16521167755127	94658.87469421039	26685.116519375548	3042241.5339946756	530885.7921318059	16582.60583877564	139293.88904571536	8.332967758178711	2786000.0	70000000.0
33	747.3684210526317	1.1912584304809571e-05	1370379.02623415	998155.438899994	332718.47963333136	165942.2993659973	331884.5987319946	833.8809013366701	0.0	1.1276318249931865	0.3173302327638554	36.26636298636115	6.322321999215135	0.19768016309313907	1.6605133699823684	9.933676537343675e-05	33.18845987319946	94658.87469421039	26638.236057287497	3044374.088644982	530726.3174341246	16594.22993659973	139391.53146743774	8.338809013366701	2786000.0	70000000.0
34	789.4736842105264	1.1910200119018554e-05	1370104.7584414482	997955.6679725648	332651.8893241883	165909.08765792847	331818.17531585693	833.7140083312988	0.0	1.127406140649147	0.31745231380335975	36.251847732159355	6.320355536955047	0.19760104355697194	1.6598487658785643	9.929700681254872e-05	33.18181753158569	94658.87469421039	26653.818628659537	3043764.787316323	530667.4509072705	16590.908765792847	139363.6336326599	8.337140083312988	2786000.0	70000000.0
35	831.578947368421	1.189708709716797e-05	1368596.285581589	996856.9278717043	332285.6426239014	165726.42326354983	331452.84652709967	832.796096801758	0.0	1.1261648767569301	0.3179547903296599	36.172065767630116	6.317545763304801	0.19716616918685764	1.6561958211696042	9.907847697832042e-05	33.14528465270997	94658.87469421039	26725.431841660393	3040413.6300086984	531016.1816675827	16572.642326354984	139210.19554138187	8.32796096801758	2786000.0	70000000.0
36	873.6842105263158	1.1874437332153322e-05	1365990.741550922	994959.1040611268	331653.0346870423	165410.91203689575	330821.8240737915	831.2106132507326	0.0	1.1240208754885552	0.31883979807955165	36.03446756414926	6.311644045141622	0.19641615090364442	1.6498956675906131	9.870158336866556e-05	33.08218240737916	94658.87469421039	26850.939472829145	3034625.267386437	531532.0523062681	16541.091203689575	138945.16611099243	8.312106132507326	2786000.0	70000000.0
37	915.7894736842106	1.1843442916870118e-05	1362425.2602458003	992362.0820045475	330787.3606681825	164979.1598320008	329958.3196640016	829.0410041809084	0.0	1.121086979016042	0.32012344269534154	35.84660019681609	6.299626451614638	0.1953921261943493	1.6412938600325342	9.818699808761269e-05	32.99583196640015	94658.87469421039	27029.593078829224	3026704.35011387	531908.3729142039	16497.91598320008	138582.49425888067	8.290410041809084	2786000.0	70000000.0
38	957.8947368421053	1.1804103851318359e-05	1357899.8416662214	989065.8617019652	329688.6205673217	164431.16664886472	328862.33329772943	826.2872695922852	0.0	1.1173631873393908	0.32176961615366917	35.608860249337226	6.282770519024186	0.19409625675166348	1.6304085567139732	9.753580741289625e-05	32.88623332977295	94658.87469421039	27259.131248471003	3016650.8781909943	532253.0704711213	16443.11666488647	138122.17998504636	8.262872695922852	2786000.0	70000000.0
39	1000.0	1.1755228042602539e-05	1352277.351915836	984970.5576896669	328323.519229889	163750.32663345337	327500.65326690674	822.8659629821777	0.0	1.1127366582865819	0.3236861123377878	35.314588238718876	6.266734509179627	0.19249224316268965	1.616934842566593	9.672977043351239e-05	32.750065326690674	94658.87469421039	27535.50260060507	3004160.200953484	533101.908909647	16375.032663345337	137550.27437210083	8.228659629821777	2786000.0	70000000.0
