	Cx	Mu	v1	v2	v3	v4	v5	v6	vd	gR	gP1	gP2	gP3	gP4	gP5	gP6	gP	R	PSU	Tc	CB	Mc	Tn	Mq	Pq	Q
67	2.11	1.6434192657470705e-05	1890527.8950929637	1377021.0027694704	459007.0009231568	228928.3037185669	457856.6074371338	1150.3934860229494	0.0	1.555642183464032	1.066130185783433	9.17543148884046	7.690763407637786	0.37622518480588957	3.1602915523694723	0.00018905788181200483	45.785660743713386	94658.87469421039	64872.68392212674	558313.4918811764	467973.3022444334	22892.83037185669	192299.7751235962	11.503934860229494	2786000.0	70000000.0
68	2.14	1.6455650329589846e-05	1892996.3052272804	1378818.941116334	459606.3137054446	229227.20909118664	458454.4181823733	1151.8955230712893	0.0	1.5576733425603873	1.068916036863534	9.08634745090731	7.693650729498851	0.3772082798832346	3.1685495510191704	0.0001895518994388113	45.84544181823731	94658.87469421039	64957.38639641941	552171.884362943	467538.5399788459	22922.720909118663	192550.85563659677	11.518955230712892	2786000.0	70000000.0
69	2.17	1.647472381591797e-05	1895190.4475688937	1380417.1085357664	460139.0361785888	229492.90275573728	458985.80551147455	1153.230667114258	0.0	1.5594788173127023	1.0713954005697621	8.997234535497096	7.704359329447053	0.3780832190614092	3.175899040115837	0.00018999156736754236	45.89858055114746	94658.87469421036	65032.677484679516	546123.5427087353	467647.2525750664	22949.290275573727	192774.0383148193	11.53230667114258	2785999.9999999995	70000000.0
70	2.2	1.649618148803711e-05	1897658.8577032087	1382215.046882629	460738.3489608763	229791.80812835682	459583.61625671363	1154.7327041625977	0.0	1.561509976409058	1.0741881178286747	8.913223832377067	7.702528825169421	0.37906873713495753	3.1841773919336434	0.00019048680258038075	45.958361625671394	94658.8746942104	65117.37995897214	540320.4274177549	466927.98759247584	22979.180812835682	193025.11882781974	11.547327041625977	2786000.0000000005	70000000.0
71	2.23	1.6515254974365237e-05	1899853.000044822	1383813.2143020632	461271.07143402105	230057.50179290771	460115.00358581543	1156.0678482055666	0.0	1.5633154511613738	1.076673584804959	8.829033714460946	7.708696535398648	0.37994583008753585	3.191544972735301	0.000190927552807807	46.01150035858155	94658.87469421039	65192.671047232245	534598.6924310437	466762.18728466413	23005.75017929077	193248.30150604248	11.560678482055666	2786000.0	70000000.0
72	2.2600000000000002	1.6534328460693358e-05	1902047.1423864353	1385411.381721496	461803.79390716535	230323.19545745844	460646.3909149169	1157.4029922485352	0.0	1.5651209259136893	1.0791619239083274	8.74717204499233	7.712717406625323	0.3808239365810094	3.198921067280479	0.00019136881235226608	46.064639091491706	94658.8746942104	65267.962135492344	529030.9833741819	466466.928182815	23032.319545745842	193471.48418426508	11.574029922485352	2786000.0000000005	70000000.0
73	2.29	1.6553401947021486e-05	1904241.2847280498	1387009.5491409295	462336.5163803098	230588.88912200913	461177.77824401826	1158.7381362915041	0.0	1.5669264006660053	1.0816531351387826	8.667547432697592	7.714668253214887	0.38170305661537873	3.2063056755691814	0.00019181058121375832	46.11777782440187	94658.8746942104	65343.253223752494	523611.2468263465	466047.29818712675	23058.888912200913	193694.66686248768	11.58738136291504	2786000.0000000005	70000000.0
74	2.32	1.6570091247558594e-05	1906161.1592769644	1388407.9456329348	462802.6485443116	230821.37107849124	461642.7421569825	1159.9063873291016	0.0	1.5685061910742812	1.0838353010071808	8.587601783338235	7.724854959129476	0.3824731180657182	3.212774191752033	0.00019219754676669254	46.16427421569824	94658.87469421039	65409.132925980186	518259.1728095351	466192.6626546273	23082.137107849125	193889.95170593265	11.599063873291016	2786000.0	70000000.0
75	2.35	1.658916473388672e-05	1908355.3016185767	1390006.1130523684	463335.3710174561	231087.06474304202	462174.12948608404	1161.2415313720703	0.0	1.570311665826597	1.086331897475919	8.512220229272078	7.7228836813734185	0.38335413848926697	3.2201747633098425	0.00019264027059762157	46.2174129486084	94658.87469421039	65484.424014240256	513119.2779033744	465537.8257591155	23108.706474304203	194113.1343841553	11.612415313720703	2786000.0	70000000.0
76	2.38	1.660585403442383e-05	1910275.1761674886	1391404.5095443726	463801.5031814575	231319.5466995239	462639.0933990478	1162.409782409668	0.0	1.5718914562348734	1.088518775427815	8.436405421706436	7.729287060093972	0.384125862780138	3.2266572473531596	0.00019302807174881312	46.26390933990479	94658.87469421039	65550.30371646785	508038.03310674784	465455.558267055	23131.95466995239	194308.41922760007	11.62409782409668	2786000.0	70000000.0
77	2.41	1.6622543334960937e-05	1912195.0507164004	1392802.9060363774	464267.63534545916	231552.02865600592	463104.05731201184	1163.5780334472656	0.0	1.5734712466431495	1.0907078523520104	8.362552763417483	7.733895953503112	0.38489836306325753	3.233146249731363	0.000193416262845858	46.31040573120117	94658.87469421039	65616.18341869545	503085.0330724757	465265.50105223636	23155.202865600593	194503.70407104498	11.635780334472656	2786000.0	70000000.0
78	2.44	1.663923263549805e-05	1914114.9252653122	1394201.302528382	464733.7675094607	231784.51061248794	463569.0212249759	1164.7462844848633	0.0	1.575051037051426	1.0928991282485057	8.290589966130401	7.736771119895817	0.3856716393386253	3.2396417704444525	0.00019380484388875632	46.356902122497566	94658.87469421039	65682.06312092305	498255.5474609629	464971.62996508816	23178.451061248794	194698.98891448986	11.647462844848633	2786000.0	70000000.0
79	2.47	1.6653537750244143e-05	1915760.532021523	1395399.928092957	465133.309364319	231983.78086090094	463967.5617218019	1165.74764251709	0.0	1.5764051431156627	1.0947791149336585	8.218095015674995	7.74820785282565	0.38633506520113786	3.245214547689558	0.00019413822371916473	46.39675617218018	94658.87469421039	65738.53143711816	493474.42801182094	465258.971938984	23198.378086090095	194866.3759231568	11.6574764251709	2786000.0	70000000.0
